Index,Title,Genre,Tags,Languages,Type,Hidden Gem Score,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
7037,Spider-Man: Homecoming,"Action, Adventure, Sci-Fi","US Action,Blockbuster Sci-Fi & Fantasy,US Sci-Fi Adventure,Action Sci-Fi & Fantasy,Award-winning Movies,Action & Adventure,Sci-Fi & Fantasy,Adventures,Blockbuster Action & Adventure,Comic Book and Superhero Movies,US Movies,Sci-Fi Adventure,Action Movies","English, Spanish",Movie,4,3,Jon Watts,"Steve Ditko, John Francis Daley, Jonathan Goldstein, Joe Simon, Chris McKenna, Christopher Ford, Erik Sommers, Jack Kirby, Jon Watts, Stan Lee","Robert Downey Jr., Marisa Tomei, Michael Keaton, Tom Holland",PG-13,7.4,92,73,7,10,"334,201,140.00",7/7/2017,10/1/2018,"Columbia Pictures, Marvel Studios",https://www.netflix.com/watch/80166369,https://www.imdb.com/title/tt2250912,Peter Parker returns to routine life as a high schooler until the Vultures arrival gives him the chance to prove himself as a web-slinging superhero.,515323,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW2ZSnsbA0nJaBS8Wsb3-k38qh6vg8aeVv1mZSXn0DjUEcKN1B5EHjDHwemogzZbOVPc55IYxeD0HmI0tq0a9aqUGQ.jpg?r=110,https://m.media-amazon.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=xpu9yRO_rvU,YouTube
7039,"Roman Israel, Esq.","Crime, Drama, Thriller","Biographical Dramas,Dramas,Dramas based on Real Life,Social Issue Dramas,US Movies,Movies Based on Real Life","English, Spanish, Armenian",Movie,2.9,3,Dan Gilroy,Dan Gilroy,"Colin Farrell, Denzel Washington, Carmen Ejogo, Lynda Gravatt",PG-13,6.5,54,58,2,10,"11,962,778.00",11/22/2017,10/1/2018,"Cross Creek Pictures, LStar Capital, Escape Artists",https://www.netflix.com/watch/80202075,https://www.imdb.com/title/tt6000478,"A savant-like civil rights defense attorney is faced with an enormous moral decision when his simple, ossified life is thrown into turmoil.",33218,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfJomcgqSxp8kkh8_BlXLKC-xgrBa5y_x35npmKJJKsGlcGzmkkyqC-8LW9UiQp-ZMNdVZ27QY-1hN2-bRNXa9VHVw.jpg?r=250,https://m.media-amazon.com/images/M/MV5BMjMyNjkxMTg2NV5BMl5BanBnXkFtZTgwNjkyNTk0MzI@._V1_SX300.jpg,https://www.youtube.com/watch?v=CItEtnp3nPY,YouTube
7045,Secret Sunshine,Drama,"Korean Drama Movies,Dramas,Korean Movies,Blue Dragon Film Award-winning Movies,Award-winning Movies,Dramas based on Books,Baeksang Arts Awards Winners",Korean,Movie,5.7,3,Chang-dong Lee,"Chung-Joon Lee, Chang-dong Lee","Yeong-jin Jo, Jeon Do-yeon, Jang Hye-Jin, Kang-ho Song",Not Rated,7.5,94,84,25,15,,12/22/2010,10/1/2018,,https://www.netflix.com/watch/70071609,https://www.imdb.com/title/tt0817225,"With her young son in tow, a widow moves to the village where her husband was born, and life seems to return to normal -- until the boy is kidnapped.",7131,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaTCqhr7g0O-_wGC36XasKTmriBgNUaJy63L5oBtjEVLfHeV80lCPHRrh4taiWFqRXWhyFeMHCl16zoGJhnqJkpqiA.jpg?r=263,https://m.media-amazon.com/images/M/MV5BMjAzMDE5MDM5OV5BMl5BanBnXkFtZTgwMDE1NzE1MjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=0-DZHoxW3UY,YouTube
7049,Sleight,"Drama, Sci-Fi","Independent Movies,Sci-Fi Dramas,US Movies,Sci-Fi & Fantasy,Sci-Fi,Dramas,Crime Dramas",English,Movie,4.4,0,J.D. Dillard,"Alex Theurer, J.D. Dillard","Donzaleigh Abernathy, Storm Reid, Jacob Latimore, Seychelle Gabriel",R,5.9,78,62,,3,"3,986,245.00",4/28/2017,10/1/2018,Diablo Entertainment,https://www.netflix.com/watch/80097391,https://www.imdb.com/title/tt4573516,"Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be.",7892,https://occ-0-531-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTW2u686wM1mvybPAWo43KFcArO-TgWyt-gs7V9she406gFyhfentacyi5c1dohf7ViME8JWDDOSN3XDQKep8y7ZcQ.jpg?r=c52,https://m.media-amazon.com/images/M/MV5BODRjMDRlMmUtNGFiZi00NjIwLWJkMDgtZGU5NjY4MDNmODg3XkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=RFiaZ5VHY7w,YouTube
7052,Proud Mary,"Action, Crime, Drama, Thriller","US Movies,Action & Adventure,Action Thrillers,US Action,Crime Action & Adventure,Crime Movies,Gangster Movies","English, Russian",Movie,2.4,0,Babak Najafi,"John Stuart Newman, Steve Antin, Christian Swegal","Billy Brown, Neal McDonough, Jahi Di'Allo Winston, Taraji P. Henson",R,5,25,35,1,4,"20,877,013.00",1/12/2018,10/1/2018,Screen Gems,https://www.netflix.com/watch/80197619,https://www.imdb.com/title/tt6421110,"In trying to protect an orphaned boy, a guilt-ridden hit woman sparks a bitter mob war and soon faces tremendous threats from all sides.",8913,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW0QMcN49aU5pqJIR3B6-kKZbPxu5qO5MSAUiE6-2-9cA6J-7zAa2ze5_5ge-cFXNdVaIsOs1jKDHf1kpU6-bqU0JA.jpg?r=889,https://m.media-amazon.com/images/M/MV5BMjA1MjI3MDU1MF5BMl5BanBnXkFtZTgwMjYwMTkxNDM@._V1_SX300.jpg,https://www.youtube.com/watch?v=kQ1Zcv54USA,YouTube
7053,Typhoon,Action,"Action & Adventure,Action Thrillers,Korean Action & Adventure,Korean Movies","Korean, English, Thai, Russian, Mandarin",Movie,6.5,0,Kyung-taek Kwak,Kyung-taek Kwak,"Jang Dong-Gun, Mi-yeon Lee, Lee Jung-jae, David Lee McInnis",R,5.8,22,46,2,10,"139,059.00",12/14/2005,10/1/2018,,https://www.netflix.com/watch/70095313,https://www.imdb.com/title/tt0475750,"A man schemes to nuke all of Korea for the killing of his family when he was a child. Now, naval Lt. Gang Se-jong must stop him before he succeeds.",1253,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXcHVgciqPXn7TLmxhprlaWXBA1LnJs2J9v15dC7ZHqNPQOKadDU47y8PP9qlts86Wb0PMw96MEuYHhix376rhJD4g.jpg?r=e19,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1MjUxNzgwNV5BMl5BanBnXkFtZTgwNzgwOTE3MjE@._V1_SX300.jpg,,
7059,Predators,"Action, Adventure, Sci-Fi, Thriller","Gory Horror Movies,Horror Movies,US Movies,US Horror Movies,Action & Adventure,Sci-Fi & Fantasy,Alien Sci-Fi,Action Sci-Fi & Fantasy,Sci-Fi Horror Movies","English, Spanish, Russian",Movie,3,0,Nimród Antal,"John Thomas, Alex Litvak, Jim Thomas, Michael Finch","Walton Goggins, Alice Braga, Adrien Brody, Topher Grace",R,6.4,65,51,2,4,"52,000,688.00",7/9/2010,10/1/2018,Troublemaker Studios,https://www.netflix.com/watch/70130447,https://www.imdb.com/title/tt1424381,Rugged mercenary Royce inherits command of an elite team of human fighters who are hunted by a race of ruthless alien trackers known as Predators.,212134,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABejwWiiPwrmZm7vfgKHdbg6QRfXJQx_e_LW5m_n93TuHOX3BojMJbImgyoNC9ufNMhuuQxqRypPiAid4vjpGlSHl8w.jpg?r=48e,https://m.media-amazon.com/images/M/MV5BNjFmNDNlMGItMDQxMS00ZWMxLTg4MmQtMTBiNWU3ZDU1Nzk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=1Er_EeF2Ozc,YouTube
7061,The Dark Tower,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western","Fantasy Movies,Action & Adventure,Sci-Fi & Fantasy,Adventures,Blockbuster Action & Adventure,US Movies,US Action,Blockbuster Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Movies Based on Books,Action Movies",English,Movie,1.8,0,Nikolaj Arcel,"Akiva Goldsman, Stephen King, Nikolaj Arcel, Jeff Pinkner, Anders Thomas Jensen","Dennis Haysbert, Idris Elba, Tom Taylor, Matthew McConaughey",PG-13,5.6,16,34,,4,"50,701,325.00",8/4/2017,10/1/2018,"Sony Pictures Entertainment, Weed Road Pictures, Imagine Entertainment",https://www.netflix.com/watch/80133493,https://www.imdb.com/title/tt1648190,"A teenager with psychic powers meets the last Gunslinger, who must stop a sorcerer from destroying the one thing that holds the universe together.",128523,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYtVej3_b_IjSI1SYVh_RzKzQuYHQHVQNy6UDRQgoKUHm5MJJ4QHmiAoCpRVcqbeN57bLh-RfgvLfrfWw6_dP05Jvg.jpg?r=746,https://m.media-amazon.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=GjwfqXTebIY,YouTube
7063,The Flu,"Action, Drama, Sci-Fi","Korean Movies,Thrillers,Korean Thrillers","Korean, English, Filipino",Movie,2.4,3,Sung-su Kim,"Young-jong Lee, Jae-ho Jung, Sung-soo Kim","Hae-Jin Yoo, Jang Hyuk, Soo Ae, Min-ah Park",Not Rated,6.6,36,40,,1,,8/15/2013,10/1/2018,,https://www.netflix.com/watch/80073293,https://www.imdb.com/title/tt2351310,"A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",11477,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbaWPLo0y4NYYj1hGK7NgUfZIV3gdLsjcMbSha42eZrU0BNVoyKCSUNjSI_Qw_t6_EjfCyQhXCKS9K_J7TZcRjoXfA.jpg?r=864,https://m.media-amazon.com/images/M/MV5BMTQ4NzI2OTg5NV5BMl5BanBnXkFtZTgwNjQ3MDgyMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=1BvKZMg2LjU,YouTube
7071,Rough Night,"Comedy, Crime, Thriller","Comedies,Dark Comedies,US Movies,Late Night Comedies","English, Spanish",Movie,2.5,0,Lucia Aniello,"Lucia Aniello, Paul W. Downs","Ilana Glazer, Scarlett Johansson, Jillian Bell, Zoë Kravitz",R,5.2,44,51,1,1,"22,105,643.00",6/16/2017,10/1/2018,"Matt Tolmach Productions, Paulilu Productions",https://www.netflix.com/watch/80163052,https://www.imdb.com/title/tt4799050,"Five college friends reunite for a weekend of booze, sun and debauchery, but their bachelorette party quickly derails when blood is spilled.",47330,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdEVWkT1XbGy6GXelLBeufSqgNbYJiU-fRQx3zDRXeylfSfJVvIR2wzEFztfG0axchVkuihSkjJi_4qUUnbgHKHVYg.jpg?r=68a,https://m.media-amazon.com/images/M/MV5BODY1NDUzNzY4MV5BMl5BanBnXkFtZTgwNzc3NzcyMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=oIB4jNYeRY4,YouTube
7074,Godzilla: Resurgence,"Action, Adventure, Drama, Horror, Sci-Fi","Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Action & Adventure,Award-winning Movies,International Movies,Japanese Movies","Japanese, Japanese Sign Language, English, German",Movie,3.7,0,"Shinji Higuchi, Hideaki Anno","Sean Whitley, Hideaki Anno","Ren Osugi, Yutaka Takenouchi, Hiroki Hasegawa, Satomi Ishihara",Not Rated,6.8,86,67,13,10,"1,918,403.00",7/29/2016,10/1/2018,"Cine Bazar, Toho Company",https://www.netflix.com/watch/80117457,https://www.imdb.com/title/tt4262980,"When government forces fail to stop a colossal monster that has risen from the bay, an ad hoc team must find its weakness before it destroys mankind.",22748,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABduU9Gcw3kBQKLUTB3Eu8PLJfaNimycfxrKYrWpI7OLnReyXREp0ZAfZDZYmElNHwIrQIKh1VLcWjzEsqigkMwwQSA.jpg?r=f86,https://m.media-amazon.com/images/M/MV5BODQ4ZmIzNWMtY2NiYi00MmM1LWFjMGQtMDE0Nzc1NzhjNjEyXkEyXkFqcGdeQXVyNDUwNzM4MzQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=M89VLZgo1Vg,YouTube
7080,Call Me by Your Name,"Drama, Romance","Oscar-winning Movies,Dramas,Independent Dramas,International Movies,Independent Movies,Romantic Movies,Award-winning Movies,Romantic Independent Movies,Dramas based on Books,Romantic Dramas,Romantic Movies based on Books,Italian Movies,LGBTQ Movies,Movies Based on Books,LGBTQ Dramas,Romantic LGBTQ Movies,Italian Dramas,Romantic Italian Movies","English, Italian, French, German, Hebrew",Movie,4.4,3,Luca Guadagnino,"James Ivory, André Aciman","Timothée Chalamet, Michael Stuhlbarg, Armie Hammer, Amira Casar",R,7.9,94,93,97,255,"18,095,701.00",1/19/2018,10/1/2018,"RT Features, La Cinéfacture, Frenesy Film",https://www.netflix.com/watch/80169498,https://www.imdb.com/title/tt5726616,"In the summer of 1983, 17-year-old Elio forms a life-changing bond with his fathers charismatic research assistant Oliver in the Italian countryside.",215122,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX_1ohvJIdPj9ovhlaraINaUu2H7g1q91aCCfOc0TBinxDpi3g_XEiV23UnZflo8hwpmW2aeheC4fnQdvoyWVfFaEg.jpg?r=3a4,https://m.media-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_SX300.jpg,https://www.youtube.com/watch?v=Z9AYPxH5NTM,YouTube
7086,Jumanji: Welcome to the Jungle,"Action, Adventure, Comedy, Fantasy","Children & Family Movies,Action Sci-Fi & Fantasy,Blockbuster Sci-Fi & Fantasy,US Action,Family Features,Blockbuster Action & Adventure,Adventures,US Movies,Sci-Fi & Fantasy,Family Sci-Fi & Fantasy,Family Adventures,Action & Adventure,Movies based on childrens books,Fantasy Movies,Teen Movies,Comedies,Movies Based on Books,Action Comedies,Family Comedies,Comedy Blockbusters",English,Movie,3.4,0,Jake Kasdan,"Chris Van Allsburg, Scott Rosenberg, Jim Strain, Chris McKenna, Erik Sommers, Jeff Pinkner, Jonathan Hensleigh, Greg Taylor","Jack Black, Dwayne Johnson, Kevin Hart, Karen Gillan",PG-13,6.9,76,58,6,18,"404,540,171.00",12/20/2017,10/1/2018,"Seven Bucks Productions, Columbia Pictures, Radar Pictures, Matt Tolmach Productions",https://www.netflix.com/watch/80192646,https://www.imdb.com/title/tt2283362,"Four high school students get sucked into the jungle setting of a video game, where they embark on a quest as their comically mismatched adult avatars.",320819,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVUAwYa2unpBErRsrUw00NfMLRvfFmIOc5TCg6J2OK3YMdNfKEc7lQNClzgc5oF7oa-ma88QFWkEVM85OVP8mnygEw.jpg?r=c52,https://m.media-amazon.com/images/M/MV5BODQ0NDhjYWItYTMxZi00NTk2LWIzNDEtOWZiYWYxZjc2MTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=ubn4zeM40tk,YouTube
7096,Insidious: The Last Key,"Horror, Mystery, Thriller","Supernatural Horror Movies,Thrillers,US Movies,Horror Movies,US Thrillers,Supernatural Thrillers,US Horror Movies,Chilling Horror Films",English,Movie,2.3,0,Adam Robitel,Leigh Whannell,"Angus Sampson, Kirk Acevedo, Leigh Whannell, Lin Shaye",PG-13,5.7,33,49,,6,"67,745,330.00",1/5/2018,10/1/2018,"Stage 6 Films, Blumhouse Productions",https://www.netflix.com/watch/80185924,https://www.imdb.com/title/tt5726086,"Haunted by old memories, psychic Elise Rainier returns to her childhood home in New Mexico to face her demons -- and opens the door to dark secrets.",52731,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAdjbfdHngiBvP_xOgqoooTGzye2J41iv9uwQswsMfC29mnzuoQd7jtagi9t5RvOt7-eagxswGQyDzjEGm7uvx8chaw.jpg?r=03d,https://m.media-amazon.com/images/M/MV5BMTUxODU0NjQ2Nl5BMl5BanBnXkFtZTgwMTc4NDQ0MzI@._V1_SX300.jpg,https://www.youtube.com/watch?v=acQyrwQyCOk,YouTube
7097,Blade Runner 2049,"Action, Drama, Mystery, Sci-Fi, Thriller","Blockbuster Action & Adventure,Action Sci-Fi & Fantasy,US Movies,Sci-Fi Dramas,Action Thrillers,Oscar-winning Movies,Sci-Fi Thrillers,US Action,Award-winning Movies,Crime Action & Adventure,Action & Adventure,Blockbuster Sci-Fi & Fantasy,Sci-Fi & Fantasy,Dramas,Crime Movies,Crime Dramas,Futuristic Sci-Fi,Cyberpunk,Action,Crime Action,Film Noir,Police Action & Adventure,Police Movies,Police Dramas","English, Finnish, Japanese, Hungarian, Russian, Somali, Spanish",Movie,4.2,3,Denis Villeneuve,"Hampton Fancher, Philip K. Dick, Michael Green","Robin Wright, Dave Bautista, Ryan Gosling, Mark Arnold",R,8,88,81,97,154,"92,054,159.00",10/6/2017,10/1/2018,"Torridon Films, Scott Free Productions, Bud Yorkin Productions, Alcon Entertainment, 16:14 Entertainment",https://www.netflix.com/watch/80185760,https://www.imdb.com/title/tt1856101,"The contents of a hidden grave draw the interest of an industrial titan and send Officer K, an LAPD blade runner, on a quest to find a missing legend.",463964,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeKnbquYPSN0x5noxxJ7IwXqrLkeVZufC0GI8QPexuB8eTGEgWBksvEEb-1i5AYkyaho44rGLjjk06k-SWdsYjltpQ.jpg?r=392,https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,https://www.youtube.com/watch?v=gCcx85zbxz4,YouTube
7099,Manchester by the Sea,Drama,"Oscar-winning Movies,US Movies,Golden Globe Award-winning Movies,Award-winning Movies,Dramas,Tearjerkers",English,Movie,4.5,3,Kenneth Lonergan,Kenneth Lonergan,"Casey Affleck, Ben O'Brien, Kyle Chandler, Richard Donelly",R,7.8,96,96,129,255,"47,695,371.00",12/16/2016,10/1/2018,"Roadside Attractions, Big Indie Pictures",https://www.netflix.com/watch/80097527,https://www.imdb.com/title/tt4034228,"A guilt-ridden loner grapples with being named legal guardian of his 16-year-old nephew and returning to his hometown, which holds haunting memories.",248220,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVWPSf5ur6hvkbuwXmEo9BF2UBjSV6V7nVolNImWs9UyHyo3xFAslt-uH9SnWtovrhXorYm7HgoHYYVOX0VZj8F_gw.jpg?r=92b,https://m.media-amazon.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=obdKk_sYQNI,YouTube
7105,Chappaquiddick,"Biography, Drama, History, Thriller","20th Century Period Pieces,Dramas,Political Dramas,Dramas based on Real Life,Movies Based on Real Life",English,Movie,3.5,0,John Curran,"Taylor Allen, Andrew Logan","Ed Helms, Jason Clarke, Kate Mara, Bruce Dern",PG-13,6.4,81,67,,4,"17,395,520.00",4/6/2018,10/1/2018,"Apex Entertainment, DMG Entertainment",https://www.netflix.com/watch/80215922,https://www.imdb.com/title/tt5270948,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,12088,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaCV7fWLQ6O7hKKIbLBvExSmHXGcARSmEBXDTLl4cZXLrPKh8IwmXTJoZKt3mytswc_36zEI8Xl4_I018798zOETHw.jpg?r=aca,https://m.media-amazon.com/images/M/MV5BMTU1ODM2Nzk1OV5BMl5BanBnXkFtZTgwMzA4MTc5NDM@._V1_SX300.jpg,https://www.youtube.com/watch?v=jTzPXc2DW2k,YouTube
7107,Flatliners,"Drama, Horror, Mystery, Sci-Fi, Thriller","Sci-Fi Dramas,US Thrillers,Psychological Thrillers,US Movies,Sci-Fi & Fantasy,Sci-Fi Thrillers,Thrillers,Dramas",English,Movie,1.4,0,Niels Arden Oplev,"Peter Filardi, Ben Ripley","Nina Dobrev, James Norton, Diego Luna, Elliot Page",PG-13,5.2,4,27,1,4,"16,883,115.00",9/29/2017,10/1/2018,"Laurence Mark Productions, Safran Company",https://www.netflix.com/watch/80183339,https://www.imdb.com/title/tt2039338,"A group of medical students explores life after death by temporarily stopping their hearts, unaware the experiment comes with terrifying side effects.",42818,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZWA8DJZcKY_Ae2IAq_5owl0Z6xdGRLepHTneKLvATuB1xSK9OJkv9mEqI1qZK5PBFeZaDbAha4lt94WvUbNR49Z1g.jpg?r=4cd,https://m.media-amazon.com/images/M/MV5BMTExMTk2ODk0NDNeQTJeQWpwZ15BbWU4MDMxNTExNjIy._V1_SX300.jpg,https://www.youtube.com/watch?v=NBR7JxBHl-E,YouTube
7108,Baby Driver,"Action, Crime, Drama, Music, Thriller","Action & Adventure,Comedy Blockbusters,Dark Comedies,Comedies,Award-winning Movies,Crime Action & Adventure,Action Comedies,International Movies,British Movies,Crime Comedies,Crime Films,Heist Films","English, American Sign Language",Movie,4.2,0,Edgar Wright,Edgar Wright,"Eiza González, Ansel Elgort, Jon Bernthal, Jon Hamm",R,7.6,92,86,42,65,"107,825,862.00",6/28/2017,10/1/2018,"Working Title Films, Big Talk Pictures",https://www.netflix.com/watch/80142090,https://www.imdb.com/title/tt3890160,"Smooth-faced getaway driver Baby is a music junkie in deep with a bad dude. Hes got just one job left, but its all about to go sideways.",441302,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeRyzaDtUuhFM7NNQfE2JGrziIKc_8ICoFW6a22xxYgakwXr2jRLexdAC6XQgvXLb4aeFVjXYmKps0_FMC19WQrKPg.jpg?r=c6b,https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=zTvJJnoWIPk,YouTube
7120,Thirteen,Drama,"Dramas,Award-winning Movies,Independent Movies,Independent Dramas,Award-winning Dramas","English, Spanish, Portuguese",Movie,3.6,0,Catherine Hardwicke,"Nikki Reed, Catherine Hardwicke","Nikki Reed, Evan Rachel Wood, Vanessa Hudgens, Holly Hunter",R,6.8,81,70,14,49,"4,601,043.00",9/19/2003,10/1/2018,"Michael London Productions, Antidote Films",https://www.netflix.com/watch/60029208,https://www.imdb.com/title/tt0328538,"The 13-year-old Tracy leaves her good-girl image behind when she befriends Evie, a popular classmate who introduces her to sex, drugs and crime.",79664,https://occ-0-1348-1347.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUrYx5FuzTwmE_D2LdyhvvnwHrpm3WCdWnYqpamRIbu5fSVhgx9jvyIpFa7wlg4gGShwGFju4KFx-bVnb2WEHQisnw.jpg?r=fe8,https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3._V1_SX300.jpg,https://www.youtube.com/watch?v=dad4-gQfhMs,YouTube
7144,Damascus Cover,Thriller,"Independent Dramas,Dramas based on Books,Dramas,Independent Thrillers,Independent Movies,Thrillers,Spy Thrillers,Films Based on Books,British Films","Arabic, German, English",Movie,5.5,0,Daniel Zelik Berk,"Samantha Newton, Daniel Zelik Berk, Howard Kaplan","Jonathan Rhys Meyers, Jürgen Prochnow, Igal Naor, Olivia Thirlby",R,5.2,14,36,10,,,7/20/2018,10/1/2018,H Films,https://www.netflix.com/watch/80189708,https://www.imdb.com/title/tt3457508,"In the year 1989, a veteran spy is sent to Damascus, Syria, on a mission to smuggle a chemical weapons scientist and his family out of the country.",2349,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVGcmHZfSmxXfROD7V-BCQMeszV4XHGFn7tmIB1J7WwJ45-RtjR6xXVGHlaYxcEMuG6q0eiHjms0ylxKnB4L06GygQ.jpg?r=dc5,https://m.media-amazon.com/images/M/MV5BMzA0N2RkZjctMzdjNy00YzI1LTliOTgtMDhjOWM1ZmRiNjZkXkEyXkFqcGdeQXVyMTk1MDAyMzM@._V1_SX300.jpg,https://www.youtube.com/watch?v=JIQNsPiv4Cw,YouTube
7165,Jodhaa Akbar,"Action, Drama, History, Romance, War","Romantic Movies,Action & Adventure,Romantic Favorites,Dramas,Dramas based on Real Life,Romantic Dramas,Political Dramas,Award-winning Movies,Indian Films,International Dramas,International Action & Adventure,Hindi-language Films,Period Pieces,Bollywood Films","Hindi, Urdu",Movie,3.7,3,Ashutosh Gowariker,"Rajshri Sudhakar, K.P. Saxena, Ashutosh Gowariker, Haidar Ali","Sonu Sood, Aishwarya Rai Bachchan, Hrithik Roshan, Poonam Sinha",Not Rated,7.6,75,69,35,23,"3,440,718.00",2/15/2008,9/30/2018,,https://www.netflix.com/watch/70090035,https://www.imdb.com/title/tt0449994,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love.",29951,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTcszQ7dFrQsS5vo52r31tS9kEVQGmJh91xBYkqlRa-zOLDByi7VIwQW_jCzJ82YYbJlJqH-Y_peFV2TqKvG9NbFyw.jpg?r=aa7,https://m.media-amazon.com/images/M/MV5BMTI1ODQ2MDIxMl5BMl5BanBnXkFtZTcwNTc3Mzk1MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=5B_X2xOBpFc,YouTube
